Year,Position,#,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
2005,PG,45,Regis Boissie,RCB,28,21.6,10.8,3.6,8.6,.426,1.0,3.1,.308,2.5,2.9,.865,0.6,3.6,4.2,6.7,2.5,0.0,3.5,4.5
2005,PG,46,Martin Ides,JAV,22,9.7,10.8,4.5,9.7,.465,0.0,0.2,.000,1.8,3.2,.571,2.0,5.4,7.4,1.4,1.6,0.5,2.0,9.0
2005,PG,47,Martin Ringstrom,RCB,5,13.2,10.9,4.4,8.0,.545,0.7,2.9,.250,1.5,4.4,.333,2.9,6.5,9.5,2.9,1.5,0.0,2.2,5.1
2005,PG,48,Steeve Bourgeois,JAV,24,15.8,11.0,4.0,9.0,.451,1.3,3.4,.370,1.6,2.3,.722,0.6,2.8,3.4,6.3,2.3,0.0,2.0,5.7
2005,PG,49,Arnaud Kerckhof,GRV,24,9.3,11.0,4.8,9.7,.489,0.4,1.5,.286,1.1,2.6,.417,2.4,3.2,5.6,4.8,2.2,0.0,3.5,7.4
2005,PG,50,Frederic Fauthoux,PAU,21,20.2,11.1,3.6,10.4,.348,2.0,7.5,.273,1.8,2.8,.640,0.6,2.0,2.6,7.6,1.0,0.0,4.3,5.5
2005,PG,51,Josyppe Lollia,JAV,4,4.3,11.3,5.6,8.5,.667,0.0,2.8,.000,0.0,0.0,.000,2.8,2.8,5.6,8.5,0.0,0.0,0.0,5.6
2005,PG,52,Anthony Stanford,CEC,19,31.5,11.4,3.9,10.9,.360,1.6,6.1,.263,1.9,2.6,.750,1.5,6.2,7.7,4.5,3.2,0.7,2.3,3.4
2005,PG,53,Xane Dalmeida,PAU,22,9.9,11.4,3.7,9.2,.405,0.7,2.2,.300,3.3,5.3,.625,1.3,1.1,2.4,8.8,2.4,0.0,4.2,5.3
2005,PG,54,Kyle Milling,HYT,31,28.9,11.5,5.1,8.7,.586,0.0,0.0,.000,1.3,3.5,.379,3.2,7.4,10.6,2.1,1.0,0.4,2.9,5.5
2005,PG,55,Benjamin Recoura,ROA,26,9.9,11.7,4.3,10.6,.404,1.7,5.8,.290,1.5,1.5,1.000,0.2,3.5,3.7,2.8,0.7,0.2,1.7,4.7
