Year,Position,#,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
2023,SF,22,Sandro Rasic,CEJR,33,17.4,16.6,5.7,13.7,.415,3.8,10.5,.365,1.4,1.7,.850,1.2,4.1,5.3,3.7,1.2,0.3,1.8,4.0
2023,SF,23,Ivan Kucan,ZAB,11,28.9,16.3,6.0,16.5,.367,2.4,9.7,.250,1.8,2.3,.800,0.8,5.7,6.5,2.6,1.5,0.0,1.5,3.9
2023,SF,24,Pavle Marcinkovic,CEJR,29,26.1,16.2,5.8,13.1,.444,2.5,7.5,.339,2.0,3.1,.633,1.3,4.8,6.0,3.1,2.9,0.3,1.9,3.2
2023,SF,25,Vice Zanki,CEJR,15,4.4,15.4,5.8,20.5,.286,2.9,13.2,.222,0.7,1.5,.500,0.7,3.7,4.4,1.5,2.9,1.5,2.2,2.9
2023,SF,26,Ivan Svalina,ALK,30,25.3,15.3,5.7,12.8,.450,3.5,8.9,.397,0.3,0.3,1.000,0.9,6.0,6.9,7.1,1.5,0.3,2.8,4.0
2023,SF,27,Ante Masic,VEL,30,22.9,14.6,4.9,12.9,.380,1.7,5.9,.286,3.1,3.9,.804,2.0,5.3,7.3,3.8,1.7,0.3,2.7,5.5
2023,SF,28,Romelo Burrell,DIN,12,19.7,14.4,4.9,10.6,.462,0.4,1.4,.286,4.3,6.7,.636,3.7,7.3,11.0,2.4,2.4,1.0,2.4,6.3
2023,SF,29,Roko Galic,RIB,2,24.8,13.5,4.8,15.5,.313,3.9,10.6,.364,0.0,0.0,.000,1.0,6.8,7.7,2.9,1.0,1.0,1.9,2.9
2023,SF,30,Robert Kujundzic,SRKL,28,16.3,12.7,5.0,10.2,.495,0.1,2.2,.048,2.5,4.2,.600,2.5,5.8,8.3,2.9,2.2,0.2,1.8,4.2
2023,SF,31,Mirko Jukic,ALK,32,17.9,12.6,4.8,12.2,.390,0.9,4.1,.224,2.1,3.1,.676,1.3,3.7,4.9,2.2,2.0,0.1,1.5,6.9
2023,SF,32,Ivan Gulin,SIB,11,21.3,11.9,4.5,11.7,.386,0.8,4.9,.167,2.1,3.1,.667,1.6,4.9,6.6,3.9,1.0,0.2,2.5,3.1
2023,SF,33,Josip Vidovic,RIB,2,22.0,9.8,2.2,8.7,.250,1.1,6.5,.167,4.4,5.4,.800,1.1,5.4,6.5,7.6,3.3,0.0,5.4,6.5
2023,PF,1,Mateo Kedzo,RIB,2,18.1,41.1,15.9,27.8,.571,0.0,2.7,.000,9.3,9.3,1.000,4.0,2.7,6.6,9.3,1.3,1.3,1.3,8.0
2023,PF,2,Lewis Sullivan,SPL,33,18.6,30.5,12.8,21.9,.584,0.9,2.4,.355,4.0,5.2,.761,5.9,10.2,16.2,2.5,3.0,1.0,3.7,5.9
2023,PF,3,Krunoslav Simon,CEJR,24,25.6,27.1,8.7,17.4,.502,4.2,9.5,.443,5.4,5.8,.932,1.1,8.4,9.5,8.4,2.1,0.5,5.2,3.0
2023,PF,4,Ivan Novacic,DIN,34,28.4,26.9,9.9,22.1,.448,2.7,7.7,.355,4.3,4.8,.897,1.5,5.1,6.6,3.4,1.9,0.1,3.2,4.4
2023,PF,5,Dario Dreznjak,ZAD,37,24.5,26.4,8.7,18.9,.459,3.1,8.4,.367,5.9,8.2,.727,1.9,7.7,9.6,3.4,1.3,1.5,3.3,4.8
2023,PF,6,Matej Bosnjak,DUB,34,28.4,26.2,11.1,19.0,.586,0.9,2.5,.380,3.0,5.7,.530,2.6,8.4,11.0,3.4,0.8,0.6,3.4,3.4
2023,PF,7,Lovro Mazalin,CIB,32,24.7,25.6,10.1,16.7,.606,0.9,2.9,.292,4.5,6.9,.655,3.5,8.3,11.8,5.5,1.8,0.2,3.3,5.4
2023,PF,8,Christian Peevy,ALK,17,22.8,25.3,9.0,16.7,.541,0.1,0.6,.200,7.1,8.6,.826,3.5,7.4,10.9,1.7,2.2,0.2,2.7,4.2
2023,PF,9,Ante Perkusic,RIB,2,35.2,23.8,10.2,21.1,.484,2.7,8.2,.333,0.7,2.7,.250,0.7,15.0,15.7,1.4,2.0,0.0,4.1,5.5
