Year,Position,#,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
2012,C,1,Miro Bilan,CED,21,22.1,33.9,11.9,16.4,0.723,0.0,0.0,0.0,10.1,14.8,0.685,6.1,6.9,13.0,1.3,1.0,1.4,3.7,6.1
2012,C,2,Ivo Josipovic,JOL,34,16.6,26.2,10.4,21.0,0.496,1.6,5.5,0.297,3.7,6.6,0.564,3.7,7.0,10.7,2.7,1.2,0.9,4.8,5.9
2012,C,3,Teo Simovic,KVA,27,28.1,26.0,9.6,14.8,0.645,0.0,0.0,0.0,6.9,9.9,0.694,3.8,7.5,11.3,1.7,1.1,0.3,4.5,5.8
2012,C,4,Goran Suton,CIB,20,19.1,25.7,10.1,18.8,0.537,2.3,4.4,0.514,3.3,4.2,0.788,6.6,10.1,16.6,2.5,3.0,0.8,4.0,7.9
2012,C,5,Ivan Buva,KRI,30,19.6,24.2,9.2,16.1,0.574,0.2,0.8,0.3,5.5,7.3,0.744,4.2,8.0,12.2,0.9,1.2,2.0,3.9,4.4
2012,C,6,Marino Sarlija,PUN,30,26.0,22.3,9.1,16.1,0.565,0.0,0.2,0.0,4.0,5.7,0.707,3.9,6.0,9.9,1.7,2.7,2.1,3.6,4.9
2012,C,7,Jure Lozancic,ALK,28,18.5,21.1,8.4,16.0,0.523,0.0,0.3,0.0,4.4,7.0,0.627,5.0,5.0,10.0,2.0,1.0,1.0,3.4,7.2
2012,C,8,Mato Perajica,VRI,28,31.1,20.4,8.9,14.1,0.631,0.0,0.0,0.0,2.6,4.7,0.558,4.4,6.0,10.3,2.3,1.2,0.3,3.3,5.1
2012,C,9,Denis Vrsaljko,JOL,27,17.8,20.3,8.0,15.4,0.516,0.0,0.0,0.0,4.4,5.9,0.746,5.7,8.8,14.4,1.9,1.5,1.3,3.5,7.9
2012,C,10,Ivan Perincic,ZAB,32,19.5,13.9,5.1,11.2,0.452,2.8,7.4,0.375,0.9,1.5,0.6,1.2,7.0,8.2,1.1,1.2,0.2,1.6,6.2
2013,G,2,Aljosa Sarac,OSJ,26,28.2,23.4,7.4,16.3,0.454,2.1,7.0,0.299,6.5,7.9,0.826,0.1,3.7,3.8,4.5,2.4,0.0,3.9,3.6
2013,G,3,Patrick Rembert,KRI,25,32.1,21.7,6.2,15.1,0.413,1.3,4.4,0.297,8.0,9.3,0.853,0.7,5.0,5.7,5.3,1.9,0.1,3.1,3.6
2013,G,5,Rudolf Jugo,ALK,30,21.6,18.7,6.4,15.2,0.424,0.9,3.5,0.25,5.2,6.2,0.845,0.3,4.1,4.4,6.6,1.3,0.0,4.7,3.5
2013,G,7,Bojan Krivec,KVA,29,27.8,15.1,4.2,10.7,0.394,1.0,4.9,0.193,5.7,8.3,0.691,0.8,2.3,3.1,8.9,2.5,0.0,4.6,5.1
2013,G,8,Vlado Ilijevski,CED,15,18.0,14.0,4.4,10.0,0.446,3.2,6.8,0.474,2.0,2.3,0.846,0.4,1.8,2.1,6.8,1.6,0.0,2.1,4.1
2013,G,11,Dino Stipcic,KVA,32,24.1,12.5,4.5,10.6,0.427,1.3,4.4,0.296,2.1,2.4,0.895,0.9,5.2,6.1,1.7,1.9,0.1,2.1,6.0
2013,G,12,Juraj Segaric,ZAG,32,23.4,11.6,3.9,10.4,0.377,2.0,6.5,0.307,1.7,2.8,0.628,0.8,3.8,4.6,5.8,2.1,0.0,3.4,3.5
2013,G,13,Josip Blajic,SLA,25,25.9,11.2,3.0,10.9,0.279,1.4,5.6,0.253,3.4,5.7,0.597,1.1,6.0,7.1,5.9,2.5,0.1,3.2,6.2
2013,G,14,Ivan Cosic,OSJ,20,20.8,9.6,4.4,6.3,0.691,0.0,0.0,0.0,0.8,1.2,0.7,3.9,4.6,8.5,1.3,1.3,0.1,1.7,7.3
2013,G,2,Marko Batina,SLA,27,33.2,22.9,8.9,19.6,0.452,2.5,8.2,0.299,2.7,4.0,0.667,0.7,4.5,5.3,2.8,2.0,0.4,2.9,3.9
2013,G,3,D.J. Strawberry,CIB,18,30.4,22.6,8.1,16.4,0.497,2.0,5.3,0.377,4.3,6.7,0.636,1.4,6.9,8.3,3.4,3.4,0.2,3.2,3.8
2013,G,4,Ivan Svoboda,KRI,28,23.0,22.6,7.2,15.2,0.475,2.3,6.8,0.341,5.8,6.7,0.867,1.3,3.4,4.7,1.6,1.3,0.1,3.6,2.8
2013,G,5,Bracey Wright,CED,12,32.3,22.4,8.1,15.8,0.512,2.1,6.3,0.333,4.2,4.5,0.944,0.1,4.0,4.1,5.2,1.9,0.2,2.9,2.9
2013,G,9,Ivan Tomeljak,OSJ,24,26.9,20.2,7.3,18.6,0.392,2.8,8.0,0.343,2.9,4.2,0.684,0.9,2.4,3.3,7.0,2.2,0.1,4.5,3.7
2013,G,11,Dino Butorac,JOL,31,22.3,19.2,7.1,17.7,0.402,2.5,9.4,0.267,2.4,3.5,0.7,1.8,4.1,5.9,4.2,1.0,0.1,2.6,3.0
2013,G,12,Antonio Bilic,ALK,30,19.5,19.2,6.6,14.6,0.449,1.4,4.3,0.327,4.7,6.6,0.704,0.6,2.0,2.6,5.5,2.5,0.0,5.5,4.1
2013,G,14,Goran Fodor,KRI,26,16.1,18.4,6.6,16.1,0.411,4.3,11.7,0.373,0.8,1.3,0.636,1.1,4.0,5.1,1.5,0.8,0.1,1.1,4.8
2013,G,15,Luka Petkovic,JOL,30,17.5,17.9,6.0,15.1,0.394,2.2,5.5,0.4,3.8,4.9,0.759,1.5,5.4,6.9,6.2,2.4,0.1,3.7,7.6
2013,G,18,Jakov Mustapic,ZAB,24,18.1,17.1,6.2,14.3,0.431,2.3,6.2,0.375,2.4,4.0,0.611,0.4,5.1,5.5,3.3,2.0,0.6,3.6,5.3
2013,G,19,Josip Matic,ALK,30,23.7,14.6,6.1,10.7,0.566,0.1,0.2,0.333,2.4,3.6,0.66,3.0,6.8,9.8,2.2,1.6,0.4,4.4,5.1
2013,G,21,Andro Anzulovic,ZAB,27,16.6,13.6,4.7,10.7,0.44,2.1,6.6,0.323,2.0,2.9,0.704,1.1,2.9,4.0,4.0,2.7,0.3,2.1,2.8
2013,G,24,Antonio Boban,KVA,30,17.4,13.1,4.7,9.8,0.477,2.3,5.5,0.417,1.4,1.8,0.75,1.3,4.0,5.2,1.0,1.1,0.1,2.0,5.9
2013,G,25,Marko Proleta,DUB,25,25.6,12.3,4.6,10.2,0.449,1.7,4.7,0.365,1.4,2.2,0.655,0.2,4.4,4.6,2.3,1.3,0.1,3.8,7.1
2013,G,26,Henrik Sirko,KVA,32,20.5,11.7,4.6,10.2,0.45,1.1,4.2,0.263,1.4,1.9,0.731,2.3,3.4,5.7,2.3,1.7,0.1,2.8,6.5
2013,F,5,Slavko Modric,ALK,29,22.6,24.9,8.6,17.1,0.5,4.5,9.0,0.496,3.3,4.8,0.692,1.5,4.9,6.4,1.8,1.5,0.4,3.1,4.2
2013,F,6,Romeo Travis,ZAD,19,27.3,24.1,8.9,18.6,0.478,0.9,2.7,0.345,5.4,7.4,0.725,3.4,8.4,11.8,4.1,2.0,0.4,3.2,3.2
2013,F,7,Ivan Novacic,ZAG,32,26.1,21.8,8.2,15.6,0.524,2.1,5.9,0.35,3.4,4.4,0.776,2.9,5.6,8.6,2.4,1.4,0.2,2.9,4.3
2013,F,10,Antonio Vlaic,ZAB,26,20.5,20.4,9.4,14.2,0.662,0.0,0.1,0.0,2.2,3.6,0.6,3.3,8.3,11.6,1.3,2.1,1.4,3.2,9.5
2013,F,11,Maro Lucic,DUB,23,22.8,20.3,6.8,11.6,0.583,0.3,0.8,0.333,6.5,9.7,0.67,1.8,3.4,5.2,2.3,2.3,0.5,3.7,6.1
2013,F,12,Marin Zrnic,KRI,25,25.2,18.6,7.7,16.1,0.476,1.2,4.7,0.258,2.1,3.0,0.675,2.4,5.8,8.2,3.5,1.6,0.6,3.4,4.1
2013,F,18,Domagoj Kanaet,ALK,32,22.2,10.3,4.5,9.5,0.475,0.4,1.9,0.214,0.9,1.3,0.684,3.7,6.6,10.3,1.6,1.8,0.1,2.6,5.3
2013,F,1,Predrag Suput,CED,16,20.6,27.1,10.9,19.9,0.547,3.2,6.3,0.512,2.0,2.9,0.7,2.0,5.2,7.3,2.6,1.2,0.1,2.5,4.8
2013,F,2,Filip Bundovic,ZAB,26,17.2,26.2,9.5,17.9,0.53,2.2,5.9,0.364,5.1,5.9,0.855,3.2,7.0,10.2,1.0,1.4,1.7,2.8,7.2
2013,F,3,Jure Skific,KVA,30,27.9,24.4,8.5,16.4,0.517,1.3,3.7,0.354,6.1,8.1,0.754,1.8,6.6,8.5,2.2,2.1,0.4,2.9,5.0
2013,F,4,Mirza Hrncic,VRI,25,28.9,20.0,6.6,15.3,0.433,2.5,7.0,0.362,4.2,6.0,0.711,2.2,6.9,9.1,2.0,1.5,1.1,3.1,5.8
2013,F,6,Tomislav Gabric,JOL,30,20.2,16.5,6.6,13.7,0.48,2.5,7.0,0.364,0.9,1.7,0.5,2.1,3.4,5.5,1.8,1.4,0.2,2.5,6.5
2013,F,8,Dino Rados,OSJ,20,26.3,14.4,6.1,11.3,0.54,0.5,1.6,0.353,1.6,2.5,0.667,1.5,3.8,5.3,1.6,1.2,0.5,2.5,4.7
2013,F,9,Stipe Krstanovic,KRI,25,22.1,13.1,4.8,12.5,0.382,0.8,4.1,0.191,2.8,4.3,0.653,4.1,8.0,12.1,2.3,3.0,0.8,3.9,4.4
